tweet_id,retweet_count,favorite_count
834458053273591808,1758,9929
834209720923721728,4972,21277
834167344700198914,3801,16301
834089966724603904,2215,10370
834086379323871233,2301,13481
833863086058651648,2502,13864
833826103416520705,3904,18609
833732339549220864,225,0
833722901757046785,3354,21437
833479644947025920,2139,15336
833124694597443584,5049,20874
832998151111966721,2310,13726
832769181346996225,39,0
832757312314028032,3778,17384
832682457690300417,3053,12282
832645525019123713,546,3027
832636094638288896,2909,16378
832397543355072512,2318,12337
832369877331693569,3335,17755
832273440279240704,2445,11702
832215909146226688,6490,0
832215726631055365,9796,0
832088576586297345,2,67
832040443403784192,10100,0
832032802820481025,4874,18456
831939777352105988,6413,24807
831926988323639298,34,352
831911600680497154,6808,28613
831670449226514432,1896,10810
831650051525054464,2028,7430
831552930092285952,2405,9303
831322785565769729,1611,9558
831315979191906304,1171,6761
831309418084069378,2568,12154
831262627380748289,2139,12335
830956169170665475,1562,8252
830583320585068544,17586,69272
830173239259324417,5971,0
830097400375152640,3120,10180
829878982036299777,5269,0
829861396166877184,2052,12680
829501995190984704,11139,32919
829449946868879360,2119,10857
829141528400556032,7745,25348
829011960981237760,17085,54996
828801551087042563,3563,0
828770345708580865,6159,26503
828708714936930305,11788,37938
828650029636317184,1418,9869
828409743546925057,1215,6557
828408677031882754,1358,7963
828381636999917570,2335,13102
828376505180889089,1124,7668
828372645993398273,3098,13035
828361771580813312,178,2287
828046555563323392,3008,12204
828011680017821696,2259,10751
827933404142436356,5496,20876
827653905312006145,3158,16047
827600520311402496,990,7689
827324948884643840,3206,16444
827199976799354881,2360,10978
826958653328592898,5269,22402
826848821049180160,10726,37831
826615380357632002,4168,0
826598799820865537,265,5300
826598365270007810,2472,10448
826476773533745153,4433,19150
826240494070030336,2730,13800
826204788643753985,975,5067
826115272272650244,3298,16283
825876512159186944,1975,10871
825829644528148480,2615,13244
825535076884762624,18162,54251
825147591692263424,4788,19035
825120256414846976,1351,0
825026590719483904,1351,6591
824796380199809024,5792,0
824775126675836928,3708,15543
824663926340194305,1828,10492
824325613288833024,11004,12284
824297048279236611,4067,15678
824025158776213504,621,4986
823939628516474880,2865,11073
823719002937630720,11805,0
823699002998870016,2654,14497
823581115634085888,2784,13562
823333489516937216,26,729
823322678127919110,4241,16397
823269594223824897,10408,0
822975315408461824,3629,18012
822872901745569793,45908,137529
822859134160621569,2415,13811
822647212903690241,6747,0
822610361945911296,3119,15409
822489057087389700,6747,18927
822462944365645825,15324,29519
822244816520155136,10408,36497
822163064745328640,5066,0
821886076407029760,2459,11817
821813639212650496,3530,0
821765923262631936,1745,8772
821522889702862852,1874,8370
821421320206483457,5912,0
821407182352777218,4578,12285
821153421864615936,10,265
821149554670182400,2121,9078
821107785811234820,2247,10005
821044531881721856,2421,13201
820837357901512704,7104,0
820749716845686786,10439,32902
820690176645140481,3408,12738
820494788566847489,601,0
820446719150292993,2716,0
820314633777061888,601,3481
820078625395449857,6623,20687
820013781606658049,1254,0
819952236453363712,1254,5560
819924195358416896,5137,13460
819711362133872643,3300,14036
819588359383371776,2088,10015
819347104292290561,1273,7540
819238181065359361,429,2386
819227688460238848,7104,24122
819015337530290176,38923,0
819015331746349057,20018,0
819006400881917954,20018,47240
819004803107983360,38923,90669
818646164899774465,22159,0
818627210458333184,7951,23341
818614493328580609,2731,10297
818588835076603904,6511,0
818536468981415936,2618,11399
818307523543449600,8606,0
818259473185828864,2413,11520
818145370475810820,2734,12823
817908911860748288,839,5076
817827839487737858,28733,54144
817777686764523521,2847,11212
817536400337801217,3175,12327
817502432452313088,3597,0
817423860136083457,15718,35620
817415592588222464,1019,5869
817181837579653120,8982,0
817171292965273600,2137,9138
817120970343411712,2756,12761
817056546584727552,1743,8984
816829038950027264,4996,0
816816676327063552,2162,10491
816697700272001025,2326,10252
816450570814898180,8606,31969
816336735214911488,2065,9006
816091915477250048,2287,9350
816062466425819140,1098,0
816014286006976512,5607,0
815990720817401858,1098,5210
815966073409433600,8981,23460
815745968457060357,4391,0
815736392542261248,2405,10301
815639385530101762,1738,8611
815390420867969024,4031,10850
814986499976527872,1365,8014
814638523311648768,2873,11804
814578408554463233,6168,0
814530161257443328,1963,9054
814153002265309185,9212,30188
813944609378369540,3378,0
813910438903693312,1986,9747
813812741911748608,14843,38148
813800681631023104,1870,8752
813217897535406080,7769,19570
813202720496779264,1910,9650
813187593374461952,4641,20825
813172488309972993,2036,9752
813157409116065792,2351,8137
813142292504645637,2513,8862
813130366689148928,475,4685
813127251579564032,3326,12427
813112105746448384,2928,10813
813096984823349248,3839,11039
813081950185472002,2944,10349
813066809284972545,2071,8357
813051746834595840,7802,21981
812781120811126785,2034,7955
812709060537683968,1516,6953
812503143955202048,1301,6367
812466873996607488,2049,8380
812372279581671427,3899,14369
811985624773361665,1493,7621
811744202451197953,1693,7929
811647686436880384,788,5870
811627233043480576,3301,13409
811386762094317568,6784,21921
810984652412424192,1535,5607
810896069567610880,1890,9489
810657578271330305,2821,11521
810284430598270976,12090,37095
810254108431155201,3563,15424
809920764300447744,4168,16266
809808892968534016,5196,0
809448704142938112,1558,7283
809220051211603969,5971,20925
809084759137812480,3747,13890
808838249661788160,3248,10620
808733504066486276,2307,8310
808501579447930884,2763,11857
808344865868283904,22159,44703
808134635716833280,6323,0
808106460588765185,2349,9211
808001312164028416,3766,13199
807621403335917568,3889,15297
807106840509214720,59155,124648
807059379405148160,7790,0
807010152071229440,4085,13726
806629075125202948,36991,78775
806620845233815552,5896,0
806576416489959424,2059,5110
806542213899489280,2505,10746
806242860592926720,12409,0
806219024703037440,1270,6764
805958939288408065,5713,0
805932879469572096,2039,8704
805826884734976000,1950,6911
805823200554876929,8552,0
805520635690676224,1754,6049
805487436403003392,2693,9243
805207613751304193,1815,8197
804738756058218496,4085,14412
804475857670639616,2145,6450
804413760345620481,3435,0
804026241225523202,17228,46871
803773340896923648,2941,10559
803692223237865472,7905,0
803638050916102144,4380,11531
803380650405482500,1978,8154
803321560782307329,5661,0
803276597545603072,2621,10545
802952499103731712,2136,9498
802624713319034886,3100,0
802600418706604034,1573,7478
802572683846291456,2675,9413
802323869084381190,6209,17052
802265048156610565,1447,6945
802239329049477120,2789,9533
802185808107208704,283,0
801958328846974976,1815,8131
801854953262350336,248,1859
801538201127157760,2199,8622
801285448605831168,884,6369
801167903437357056,6323,25799
801127390143516673,4217,0
801115127852503040,2234,8497
800859414831898624,101,723
800855607700029440,1725,0
800751577355128832,2960,11075
800513324630806528,3205,13819
800459316964663297,2303,9984
800443802682937345,4595,0
800388270626521089,2990,11732
800188575492947969,4211,0
800141422401830912,2716,16116
800018252395122689,14038,29872
799774291445383169,4984,0
799757965289017345,2310,8832
799422933579902976,2045,8476
799308762079035393,5864,0
799297110730567681,2946,10420
799063482566066176,2631,8503
798933969379225600,4772,13806
798925684722855936,1515,7847
798705661114773508,7051,0
798701998996647937,8295,0
798697898615730177,6915,0
798694562394996736,5281,0
798686750113755136,2473,0
798682547630837760,5014,0
798673117451325440,5917,0
798665375516884993,4154,0
798644042770751489,1978,0
798628517273620480,2096,0
798585098161549313,6091,0
798576900688019456,6224,0
798340744599797760,3582,0
798209839306514432,2727,10927
797971864723324932,3337,12259
797545162159308800,5172,15294
797236660651966464,7070,21002
797165961484890113,28,237
796904159865868288,9474,0
796865951799083009,2024,8086
796759840936919040,3258,12478
796563435802726400,7762,0
796484825502875648,1878,7983
796387464403357696,4441,11584
796177847564038144,15243,0
796149749086875649,15243,34004
796125600683540480,1914,5213
796116448414461957,2573,9599
796080075804475393,2473,8914
796031486298386433,3940,11396
795464331001561088,25337,52387
795400264262053889,3071,10624
795076730285391872,5792,17074
794983741416415232,3597,0
794926597468000259,2457,10814
794355576146903043,10957,0
794332329137291264,2833,10083
794205286408003585,3534,9695
793962221541933056,5196,17696
793845145112371200,1990,9709
793614319594401792,3326,0
793601777308463104,1734,8400
793500921481273345,2533,11263
793286476301799424,9797,25904
793271401113350145,2535,9131
793256262322548741,8902,21056
793241302385262592,3495,11072
793226087023144960,3057,10366
793210959003287553,2989,9410
793195938047070209,6001,16092
793180763617361921,2126,7307
793165685325201412,2964,9919
793150605191548928,1810,6509
793135492858580992,2648,6799
793120401413079041,4164,13363
792913359805018113,4249,15099
792883833364439040,4545,11899
792773781206999040,1788,7733
792394556390137856,4566,14134
792050063153438720,1923,7543
791821351946420224,22445,0
791784077045166082,10256,0
791780927877898241,4066,0
791774931465953280,23632,47504
791672322847637504,3326,12360
791406955684368384,4391,13800
791312159183634433,2698,9243
791026214425268224,4376,0
790987426131050500,2268,10384
790946055508652032,4996,17504
790723298204217344,2460,0
790698755171364864,2039,8636
790581949425475584,7639,21754
790337589677002753,1985,8227
790277117346975746,3378,13211
790227638568808452,3800,0
789986466051088384,2460,9723
789960241177853952,4393,0
789903600034189313,4393,10907
789628658055020548,1892,7898
789599242079838210,2047,7115
789530877013393408,3597,12383
789314372632018944,2442,9068
789280767834746880,5254,0
789268448748703744,2765,9593
789137962068021249,2977,10206
788908386943430656,13205,28818
788765914992902144,10957,28816
788552643979468800,7663,0
788412144018661376,5622,16363
788178268662984705,2247,7603
788150585577050112,1381,6451
788070120937619456,3638,0
788039637453406209,1408,6465
787810552592695296,3252,9125
787717603741622272,2960,10750
787397959788929025,3011,11407
787322443945877504,1854,8192
787111942498508800,7169,0
786963064373534720,8465,27961
786729988674449408,2552,0
786709082849828864,6490,19132
786664955043049472,2715,11185
786595970293370880,3306,9892
786363235746385920,3720,11448
786286427768250368,3042,8373
786233965241827333,5066,16053
786051337297522688,162,1501
786036967502913536,7499,0
785927819176054784,3366,11950
785872687017132033,1933,7020
785639753186217984,2362,8206
785533386513321988,2121,9565
785515384317313025,1342,6401
785264754247995392,1735,7626
785170936622350336,5144,12651
784826020293709826,3435,10622
784517518371221505,2691,9396
784431430411685888,1365,5981
784183165795655680,8552,21113
784057939640352768,11805,31324
783839966405230592,11448,31490
783821107061198850,2076,7712
783695101801398276,3405,10946
783466772167098368,2376,8865
783391753726550016,5832,17689
783347506784731136,5934,0
783334639985389568,12409,30605
783085703974514689,2348,8539
782969140009107456,7790,25286
782747134529531904,1484,7836
782722598790725632,5713,18107
782598640137187329,1990,8162
782305867769217024,5912,17461
782021823840026624,6580,0
781955203444699136,3558,11654
781661882474196992,2863,10943
781655249211752448,1189,4191
781524693396357120,5896,21738
781308096455073793,2692,7470
781251288990355457,2214,8836
781163403222056960,2897,10251
780931614150983680,7762,22651
780858289093574656,2122,7531
780800785462489090,1380,5757
780601303617732608,3530,12676
780543529827336192,1831,6600
780496263422808064,3913,0
780476555013349377,121,0
780459368902959104,1138,5536
780192070812196864,2369,9100
780092040432480260,2439,0
780074436359819264,5284,12797
779834332596887552,7499,19840
779377524342161408,3287,9234
779124354206535695,19468,0
779123168116150273,3873,12370
779056095788752897,4791,15486
778990705243029504,7644,20929
778774459159379968,10516,0
778764940568104960,384,901
778748913645780993,1392,7215
778650543019483137,1590,6033
778624900596654080,1066,4849
778408200802557953,4580,14295
778396591732486144,12941,0
778383385161035776,1164,6119
778286810187399168,3476,10875
778039087836069888,2783,8873
778027034220126208,1708,6855
777953400541634568,3741,0
777885040357281792,1722,6646
777684233540206592,3100,11745
777641927919427584,4474,0
777621514455814149,2629,9156
777189768882946048,4549,14948
776819012571455488,14482,0
776813020089548800,1285,5096
776477788987613185,2937,9244
776249906839351296,9664,0
776218204058357768,16857,31330
776201521193218049,2663,10043
776113305656188928,4595,12272
776088319444877312,159,1920
775898661951791106,17343,0
775842724423557120,2820,12249
775733305207554048,4217,14474
775729183532220416,4842,13512
775364825476165632,3143,7753
775350846108426240,4112,10612
775085132600442880,4984,16256
774757898236878852,1875,8945
774639387460112384,1823,7015
774314403806253056,5864,22756
773985732834758656,4081,11190
773922284943896577,1836,6682
773704687002451968,1712,6898
773670353721753600,1372,5556
773547596996571136,6511,23061
773336787167145985,5366,0
773308824254029826,7872,24281
773247561583001600,3414,9841
773191612633579521,4355,10426
772877495989305348,4084,8937
772826264096874500,2468,8372
772615324260794368,3550,0
772581559778025472,1781,6763
772193107915964416,1458,6309
772152991789019136,1182,3957
772117678702071809,781,3929
772114945936949249,498,2832
772102971039580160,982,4179
771908950375665664,1995,6857
771770456517009408,3582,12527
771500966810099713,2756,8624
771380798096281600,5366,10956
771171053431250945,7937,0
771136648247640064,3073,9545
771102124360998913,1510,6515
771014301343748096,1736,7159
771004394259247104,229,0
770787852854652928,1277,5151
770772759874076672,1491,5407
770655142660169732,1844,7633
770414278348247044,2188,6571
770293558247038976,1567,6500
770093767776997377,3212,0
770069151037685760,2412,7894
769940425801170949,10100,32702
769695466921623552,1745,6662
769335591808995329,8100,0
769212283578875904,1803,5635
768970937022709760,6866,15027
768909767477751808,2826,0
768855141948723200,937,4377
768609597686943744,1265,4288
768596291618299904,1343,5240
768554158521745409,6123,0
768473857036525572,3613,14206
768193404517830656,3741,11351
767884188863397888,1462,4963
767754930266464257,5661,16704
767500508068192258,2453,7797
767191397493538821,3981,12779
767122157629476866,2994,10552
766864461642756096,5947,0
766793450729734144,1419,5291
766714921925144576,400,2716
766693177336135680,833,4190
766423258543644672,1675,6269
766313316352462849,1975,7061
766078092750233600,2739,0
766069199026450432,896,4436
766008592277377025,521,3908
765719909049503744,2247,7529
765669560888528897,1278,5412
765395769549590528,3571,27573
765371061932261376,2265,7379
765222098633691136,3550,12090
764857477905154048,1860,6697
764259802650378240,1586,6278
763956972077010945,57,778
763837565564780549,4376,13100
763183847194451968,1551,5605
763167063695355904,3169,0
763103485927849985,2395,7660
762699858130116608,3800,12649
762471784394268675,6777,11711
762464539388485633,4393,10720
762316489655476224,1180,4994
762035686371364864,16350,33221
761976711479193600,2110,5611
761750502866649088,4129,0
761745352076779520,897,4430
761672994376806400,30528,51496
761599872357261312,1236,4287
761371037149827077,18914,0
761334018830917632,1521,5403
761292947749015552,1149,4640
761227390836215808,1633,5516
761004547850530816,3638,11773
760893934457552897,1023,3964
760656994973933572,2000,6876
760641137271070720,1348,5153
760539183865880579,3802,7878
760521673607086080,1466,4396
760290219849637889,12056,27874
760252756032651264,907,4106
760190180481531904,1890,5925
760153949710192640,31,0
759943073749200896,2186,6167
759923798737051648,5947,15234
759846353224826880,2069,6972
759793422261743616,1992,6193
759566828574212096,22114,0
759557299618865152,1230,4877
759447681597108224,2552,8830
759446261539934208,505,1733
759197388317847553,2044,6293
759159934323924993,1223,0
759099523532779520,4363,15081
759047813560868866,2118,6747
758854675097526272,935,3688
758828659922702336,4028,11608
758740312047005698,1685,5949
758474966123810816,1042,3957
758467244762497024,2326,4983
758405701903519748,2019,5394
758355060040593408,1134,3543
758099635764359168,10516,19881
758041019896193024,390,2804
757741869644341248,3409,7135
757729163776290825,8438,0
757725642876129280,1268,4704
757611664640446465,1159,4738
757597904299253760,309,0
757596066325864448,1104,4493
757400162377592832,7166,15711
757393109802180609,1817,6036
757354760399941633,1492,4684
756998049151549440,2076,6518
756939218950160384,2105,6888
756651752796094464,1367,5240
756526248105566208,3764,10794
756303284449767430,1140,4092
756288534030475264,18255,44415
756275833623502848,1597,6661
755955933503782912,3016,7603
755206590534418437,5595,17054
755110668769038337,11594,22010
754874841593970688,8325,0
754856583969079297,2639,7133
754747087846248448,548,2668
754482103782404096,2041,5506
754449512966619136,761,3887
754120377874386944,2449,8149
753655901052166144,2256,6041
753420520834629632,3724,8216
753398408988139520,2005,5977
753375668877008896,2439,7910
753298634498793472,6002,0
753294487569522689,1092,3501
753039830821511168,21883,38479
753026973505581056,1015,4047
752932432744185856,7169,13089
752917284578922496,1651,7146
752701944171524096,3008,0
752682090207055872,1675,6203
752660715232722944,1640,4549
752568224206688256,2388,5726
752519690950500352,3594,7634
752334515931054080,1153,3941
752309394570878976,17251,0
752173152931807232,1917,6157
751950017322246144,972,3177
751937170840121344,1403,5383
751830394383790080,2037,5997
751793661361422336,3030,6061
751598357617971201,3172,8183
751583847268179968,1156,4550
751538714308972544,1318,5220
751456908746354688,1047,3312
751251247299190784,6153,12948
751205363882532864,1905,6532
751132876104687617,1354,5238
750868782890057730,1441,4948
750719632563142656,5254,13649
750506206503038976,1187,4594
750429297815552001,4474,13616
750383411068534784,1190,4714
750381685133418496,29,727
750147208377409536,1002,3218
750132105863102464,1345,3763
750117059602808832,1362,4483
750101899009982464,879,3147
750086836815486976,563,2247
750071704093859840,3489,8142
750056684286914561,941,3256
750041628174217216,648,3284
750026558547456000,821,2801
750011400160841729,947,3345
749996283729883136,848,3162
749981277374128128,2555,5287
749774190421639168,1369,4816
749417653287129088,1727,6306
749403093750648834,558,2710
749395845976588288,3594,8875
749317047558017024,2321,5664
749075273010798592,2150,5951
749064354620928000,1579,4954
749036806121881602,819,3206
748977405889503236,3548,11089
748932637671223296,2356,6025
748705597323898880,985,2857
748699167502000129,1659,4896
748692773788876800,1376,4380
748575535303884801,2062,6270
748568946752774144,695,2258
748346686624440324,1289,5385
748337862848962560,4275,7919
748324050481647620,792,3804
748307329658011649,736,3781
748220828303695873,8131,14619
747963614829678593,2229,5961
747933425676525569,2651,6833
747885874273214464,1022,3044
747844099428986880,777,2902
747816857231626240,1211,5000
747651430853525504,161,1425
747648653817413632,6082,13327
747600769478692864,577,2395
747594051852075008,1092,3807
747512671126323200,1655,5703
747461612269887489,1073,3991
747439450712596480,1999,5601
747242308580548608,2993,0
747219827526344708,1639,5461
747204161125646336,953,3483
747103485104099331,4141,9880
746906459439529985,310,2983
746872823977771008,2225,6179
746818907684614144,1802,5461
746790600704425984,1654,5022
746757706116112384,4066,9869
746726898085036033,1858,6226
746542875601690625,1937,5194
746521445350707200,1019,0
746507379341139972,1118,4789
746369468511756288,1703,6365
746131877086527488,2294,7127
746056683365994496,843,3657
745789745784041472,1110,4144
745712589599014916,2416,7206
745433870967832576,2643,7303
745422732645535745,2529,8850
745314880350101504,2881,7388
745074613265149952,3649,8071
745057283344719872,2364,7455
744995568523612160,642,3053
744971049620602880,2796,8128
744709971296780288,1623,5774
744334592493166593,2208,6973
744234799360020481,81101,161310
744223424764059648,383,1729
743980027717509120,1137,4290
743895849529389061,992,3747
743835915802583040,2165,0
743609206067040256,1432,4618
743595368194129920,6809,18980
743545585370791937,976,3637
743510151680958465,3847,8147
743253157753532416,1270,4354
743222593470234624,1972,6385
743210557239623680,1418,3960
742534281772302336,3684,7254
742528092657332225,2051,4549
742465774154047488,4027,7471
742423170473463808,3913,10101
742385895052087300,2052,7001
742161199639494656,1434,4470
742150209887731712,1602,5283
741793263812808706,1564,4672
741743634094141440,2869,8411
741438259667034112,863,3769
741303864243200000,3336,9035
741099773336379392,5735,10306
741067306818797568,3212,9741
740995100998766593,2858,6558
740711788199743490,968,3507
740699697422163968,810,2916
740676976021798912,7050,18682
740373189193256964,13777,35844
740365076218183684,444,2540
740359016048689152,886,3389
740214038584557568,2038,6875
739979191639244800,6123,20532
739932936087216128,1119,4167
739844404073074688,887,3907
739623569819336705,1405,3895
739606147276148736,1713,5511
739544079319588864,22114,40750
739485634323156992,3037,7375
739238157791694849,60126,119180
738891149612572673,6,112
738885046782832640,1182,3876
738883359779196928,831,3405
738537504001953792,1611,5235
738402415918125056,865,3325
738184450748633089,1251,4430
738166403467907072,3515,9024
738156290900254721,669,2578
737826014890496000,1824,5410
737800304142471168,3594,10267
737678689543020544,1376,5171
737445876994609152,4608,10552
737322739594330112,837,3693
737310737551491075,7658,15082
736736130620620800,1795,4406
736392552031657984,7663,18205
736365877722001409,1286,4094
736225175608430592,2871,8334
736010884653420544,3091,8104
735991953473572864,1187,3690
735648611367784448,1141,4119
735635087207878657,2421,6344
735274964362878976,5231,13348
735256018284875776,912,3426
735137028879360001,996,3203
734912297295085568,539,2815
734787690684657664,6494,12890
734776360183431168,562,2580
734559631394082816,410,1528
733828123016450049,808,3669
733822306246479872,1045,3761
733482008106668032,977,3220
733460102733135873,1326,4314
733109485275860992,17343,50546
732732193018155009,550,2504
732726085725589504,912,3634
